id,card_no,holder_name,dept_name,trans_date,amount,merchant,category,purpose
298,6282713576896854,赵敏,教育局,2025-01-13,13481.37,某餐饮公司,宣传费,办公用品
299,6282119737871293,周杰,教育局,2025-05-28,280.11,某加油站,车辆维修,车辆维修
300,6282279836150952,李娜,教育局,2025-01-03,9295.17,某旅行社,会议费,公务接待
301,6282610211178730,陈静,科技局,2025-06-18,4824.48,某印刷厂,宣传费,车辆维修
302,6282605304831095,王芳,教育局,2025-02-19,8558.51,某办公用品店,会议费,车辆加油
303,6282619269057247,杨帆,民政局,2025-05-10,11004.42,某旅行社,公务接待,公务接待
304,6282360328016484,吴鑫,农业农村局,2025-05-22,9729.85,某餐饮公司,印刷费,会议费
305,6282472218073741,林雪,人社局,2025-06-17,1331.48,某加油站,差旅住宿,宣传费
306,6282877965775476,黄磊,卫健委,2025-03-12,3023.48,某酒店,会议费,车辆维修
307,6282168698036224,胡兵,交通局,2025-01-18,13940.64,某汽车维修厂,差旅住宿,车辆维修
308,6282737536921026,周杰,卫健委,2025-01-12,2376.34,某加油站,公务接待,车辆加油
309,6282567669128876,马超,卫健委,2025-05-05,13347.92,某餐饮公司,宣传费,办公用品
310,6282265195013387,刘洋,住建局,2025-05-26,14661.22,某加油站,宣传费,车辆加油
311,6282884649190463,赵敏,民政局,2025-06-24,7676.26,某会议中心,印刷费,会议费
312,6282359965188886,周杰,民政局,2025-02-17,9076.71,某加油站,办公用品,培训费
313,6282880277977409,周杰,教育局,2025-06-15,4534.82,某印刷厂,公务接待,印刷费
314,6282625669987631,陈静,民政局,2025-06-25,5745.27,某餐饮公司,差旅住宿,会议费
315,6282413841502982,李娜,卫健委,2025-06-24,13114.63,某加油站,车辆加油,培训费
316,6282516198730317,林雪,住建局,2025-05-17,2650.52,某餐饮公司,办公用品,公务接待
317,6282615955088374,张伟,人社局,2025-05-22,7443.44,某餐饮公司,培训费,会议费
318,6282681494658825,刘洋,住建局,2025-03-25,14981.76,某办公用品店,差旅住宿,差旅住宿
319,6282557259190209,马超,农业农村局,2025-02-16,88.0,某旅行社,公务接待,印刷费
320,6282264650015705,吴鑫,农业农村局,2025-02-18,7646.73,某汽车维修厂,办公用品,会议费
321,6282929247639556,孙丽,住建局,2025-05-11,9035.15,某旅行社,培训费,差旅住宿
322,6282869130680441,李娜,农业农村局,2025-02-24,7194.77,某加油站,车辆维修,培训费
323,6282104590484169,周杰,卫健委,2025-04-16,13664.63,某加油站,培训费,培训费
324,6282281035925631,胡兵,人社局,2025-03-27,5707.18,某汽车维修厂,车辆维修,车辆加油
325,6282362106371916,吴鑫,农业农村局,2025-03-24,13680.53,某汽车维修厂,印刷费,会议费
326,6282522052825032,胡兵,卫健委,2025-02-28,11107.31,某汽车维修厂,会议费,公务接待
327,6282462680312788,黄磊,交通局,2025-01-22,1655.65,某旅行社,车辆加油,办公用品
328,6282959655767460,刘洋,卫健委,2025-03-11,1085.0,某旅行社,宣传费,车辆维修
329,6282955759671025,李娜,住建局,2025-04-22,6920.84,某印刷厂,办公用品,办公用品
330,6282961323153068,杨帆,教育局,2025-04-28,2489.23,某酒店,公务接待,印刷费
331,6282181110431795,李娜,农业农村局,2025-04-10,6975.36,某餐饮公司,培训费,印刷费
332,6282665210678488,马超,卫健委,2025-05-10,184.82,某加油站,印刷费,车辆维修
333,6282526721463958,赵敏,住建局,2025-05-06,9482.07,某加油站,差旅住宿,车辆加油
334,6282922372306120,王芳,教育局,2025-01-03,9705.6,某印刷厂,办公用品,会议费
335,6282672423188079,朱红,卫健委,2025-04-11,4798.55,某广告公司,车辆维修,印刷费
336,6282930794060050,刘洋,教育局,2025-04-07,5750.79,某广告公司,公务接待,办公用品
337,6282723816046110,徐明,人社局,2025-06-09,9590.63,某加油站,车辆加油,办公用品
338,6282457984068040,张伟,人社局,2025-01-28,5696.13,某办公用品店,培训费,宣传费
339,6282786011329094,陈静,教育局,2025-06-17,10423.88,某旅行社,公务接待,会议费
340,6282790171867073,林雪,卫健委,2025-06-24,12060.29,某印刷厂,宣传费,公务接待
341,6282916150498757,李娜,交通局,2025-04-16,5788.42,某加油站,会议费,培训费
342,6282124016056783,李娜,农业农村局,2025-05-28,2782.06,某餐饮公司,差旅住宿,印刷费
343,6282738227073126,马超,教育局,2025-03-20,10720.14,某酒店,会议费,车辆维修
344,6282998688631358,王芳,农业农村局,2025-03-09,1763.42,某酒店,会议费,办公用品
345,6282402885510275,马超,科技局,2025-06-17,9145.04,某广告公司,会议费,车辆加油
346,6282535310117758,张伟,民政局,2025-06-08,13625.47,某酒店,公务接待,车辆加油
347,6282551900267674,徐明,农业农村局,2025-05-05,9664.13,某加油站,公务接待,会议费
348,6282296970539066,陈静,卫健委,2025-02-22,6877.3,某印刷厂,车辆加油,公务接待
349,6282509037459139,李娜,住建局,2025-01-13,14846.64,某酒店,办公用品,公务接待
350,6282917801669922,朱红,民政局,2025-02-20,4347.26,某餐饮公司,差旅住宿,会议费
351,6282292992966614,马超,教育局,2025-01-25,11991.75,某酒店,公务接待,公务接待
352,6282459966485809,周杰,科技局,2025-03-10,13453.93,某餐饮公司,公务接待,办公用品
353,6282113737913388,李娜,卫健委,2025-02-16,7568.96,某会议中心,差旅住宿,宣传费
354,6282218146673443,胡兵,教育局,2025-01-11,2895.85,某酒店,宣传费,会议费
355,6282860526853062,胡兵,交通局,2025-06-23,6693.82,某会议中心,宣传费,宣传费
356,6282442650936477,孙丽,住建局,2025-04-01,5938.2,某加油站,车辆维修,公务接待
357,6282572566107044,孙丽,交通局,2025-04-06,10622.19,某加油站,公务接待,车辆维修
358,6282326653573868,徐明,卫健委,2025-02-12,6417.77,某加油站,办公用品,办公用品
359,6282418591305858,黄磊,住建局,2025-01-01,12702.99,某会议中心,车辆加油,印刷费
360,6282142184568668,马超,教育局,2025-03-03,1068.54,某广告公司,车辆维修,差旅住宿
361,6282712239433076,张伟,民政局,2025-01-09,105.71,某汽车维修厂,会议费,办公用品
362,6282236595869178,黄磊,民政局,2025-05-05,11084.55,某旅行社,培训费,车辆维修
363,6282168891698632,胡兵,农业农村局,2025-04-25,6957.63,某餐饮公司,差旅住宿,宣传费
364,6282940522665519,杨帆,民政局,2025-04-04,5987.28,某旅行社,车辆加油,车辆加油
365,6282581818995857,马超,农业农村局,2025-04-16,2338.12,某加油站,车辆加油,宣传费
366,6282676107258926,马超,科技局,2025-05-07,4190.47,某印刷厂,会议费,车辆维修
367,6282765616612613,李娜,民政局,2025-03-14,5281.01,某办公用品店,会议费,公务接待
368,6282246841219317,张伟,交通局,2025-03-25,1693.48,某广告公司,公务接待,办公用品
369,6282368187797810,黄磊,教育局,2025-02-12,11618.79,某汽车维修厂,差旅住宿,会议费
370,6282159059519240,马超,交通局,2025-04-15,13595.49,某旅行社,会议费,会议费
371,6282882346005607,孙丽,教育局,2025-02-28,4517.26,某餐饮公司,车辆维修,差旅住宿
372,6282604841780079,朱红,农业农村局,2025-01-28,11472.73,某酒店,会议费,宣传费
373,6282740553396821,徐明,农业农村局,2025-06-03,7291.2,某印刷厂,宣传费,会议费
374,6282552857280473,刘洋,卫健委,2025-05-03,12037.11,某餐饮公司,印刷费,车辆维修
375,6282557648618603,马超,农业农村局,2025-05-04,7409.76,某汽车维修厂,印刷费,公务接待
376,6282419486664211,朱红,农业农村局,2025-02-09,8636.05,某旅行社,车辆维修,差旅住宿
377,6282452816819818,王芳,农业农村局,2025-06-09,13267.02,某广告公司,会议费,印刷费
378,6282729006971622,徐明,教育局,2025-04-07,9065.33,某旅行社,差旅住宿,车辆加油
379,6282549909373157,林雪,教育局,2025-04-20,4475.44,某印刷厂,差旅住宿,公务接待
380,6282905323594840,周杰,教育局,2025-06-28,14200.16,某旅行社,公务接待,差旅住宿
381,6282283154307296,黄磊,农业农村局,2025-02-26,3165.36,某加油站,办公用品,车辆加油
382,6282653059048267,王芳,交通局,2025-03-07,14874.96,某汽车维修厂,印刷费,办公用品
383,6282397686065909,李娜,住建局,2025-05-25,12991.08,某广告公司,会议费,办公用品
384,6282896038309786,王芳,教育局,2025-05-09,5139.47,某汽车维修厂,印刷费,培训费
385,6282575935594844,赵敏,人社局,2025-05-13,5174.88,某餐饮公司,差旅住宿,宣传费
386,6282369673029376,王芳,科技局,2025-06-05,2519.21,某印刷厂,培训费,公务接待
387,6282509770793840,胡兵,农业农村局,2025-06-19,11689.1,某会议中心,培训费,宣传费
388,6282188536679804,李娜,农业农村局,2025-03-07,6256.35,某汽车维修厂,宣传费,印刷费
389,6282673370968454,朱红,民政局,2025-01-09,14156.22,某餐饮公司,车辆加油,车辆维修
390,6282940318347559,张伟,民政局,2025-06-27,4597.46,某办公用品店,车辆维修,车辆加油
391,6282683636223905,杨帆,教育局,2025-04-04,13594.01,某会议中心,培训费,印刷费
392,6282406975056012,刘洋,交通局,2025-06-08,12270.72,某办公用品店,办公用品,会议费
393,6282679580703705,王芳,科技局,2025-03-24,1431.84,某餐饮公司,公务接待,印刷费
394,6282403314458683,周杰,民政局,2025-04-04,6497.0,某酒店,宣传费,公务接待
395,6282883719358918,杨帆,农业农村局,2025-05-03,7159.9,某餐饮公司,办公用品,车辆加油
396,6282262967173625,黄磊,民政局,2025-02-19,6941.54,某餐饮公司,办公用品,差旅住宿
397,6282151585879892,吴鑫,人社局,2025-05-28,14799.16,某会议中心,公务接待,培训费
398,6282526514837925,陈静,科技局,2025-04-11,541.65,某餐饮公司,办公用品,会议费
399,6282137338707742,徐明,科技局,2025-04-05,4317.41,某酒店,车辆加油,差旅住宿
400,6282825094693322,黄磊,民政局,2025-05-13,11857.48,某广告公司,会议费,会议费
401,6282201803846171,马超,科技局,2025-01-18,6942.39,某酒店,公务接待,车辆维修
402,6282412552909625,刘洋,交通局,2025-02-26,8604.64,某广告公司,办公用品,车辆维修
403,6282627220275429,刘洋,农业农村局,2025-05-10,10024.21,某广告公司,差旅住宿,会议费
404,6282854475619314,黄磊,教育局,2025-04-03,13876.42,某加油站,会议费,办公用品
405,6282806883609696,赵敏,人社局,2025-03-26,3051.92,某办公用品店,车辆加油,差旅住宿
406,6282682162417026,刘洋,卫健委,2025-04-25,9654.38,某餐饮公司,办公用品,车辆维修
407,6282689213224225,朱红,卫健委,2025-02-18,11053.92,某汽车维修厂,会议费,车辆维修
408,6282468896102070,周杰,卫健委,2025-05-17,12721.03,某广告公司,车辆加油,宣传费
409,6282196659117376,王芳,教育局,2025-04-17,2726.24,某广告公司,培训费,宣传费
410,6282540718252140,徐明,卫健委,2025-05-04,13206.49,某广告公司,培训费,公务接待
411,6282668928177450,李娜,民政局,2025-06-11,162.98,某酒店,会议费,公务接待
412,6282353299207717,徐明,农业农村局,2025-05-02,10205.86,某会议中心,车辆加油,办公用品
413,6282913482883778,黄磊,卫健委,2025-02-20,9574.34,某广告公司,车辆加油,差旅住宿
414,6282993889244367,李娜,人社局,2025-04-14,11144.01,某广告公司,车辆加油,培训费
415,6282576199604179,周杰,科技局,2025-05-05,1291.98,某广告公司,车辆维修,车辆加油
416,6282325760197994,林雪,住建局,2025-05-15,14788.23,某餐饮公司,印刷费,会议费
417,6282961390645179,胡兵,住建局,2025-05-09,13657.31,某酒店,宣传费,差旅住宿
418,6282325957593635,马超,教育局,2025-03-07,3562.67,某加油站,办公用品,会议费
419,6282336582565984,李娜,人社局,2025-01-19,10668.82,某加油站,车辆维修,培训费
420,6282305631628250,吴鑫,卫健委,2025-01-23,4396.96,某旅行社,印刷费,宣传费
421,6282711065561145,杨帆,卫健委,2025-04-23,13453.82,某汽车维修厂,办公用品,车辆加油
422,6282983186418902,孙丽,卫健委,2025-06-25,9385.45,某广告公司,差旅住宿,培训费
423,6282634485096871,徐明,交通局,2025-02-15,10868.64,某旅行社,培训费,车辆维修
424,6282306320886827,李娜,人社局,2025-06-25,6418.12,某旅行社,办公用品,会议费
425,6282236725590215,张伟,教育局,2025-02-19,11561.81,某会议中心,车辆加油,公务接待
426,6282150340564507,张伟,农业农村局,2025-05-05,10051.91,某旅行社,公务接待,差旅住宿
427,6282800039890023,马超,人社局,2025-06-06,806.5,某旅行社,宣传费,车辆加油
428,6282718633975859,胡兵,交通局,2025-01-26,14314.97,某广告公司,培训费,宣传费
429,6282791046973214,林雪,交通局,2025-03-04,1291.29,某酒店,印刷费,差旅住宿
430,6282404247776183,朱红,交通局,2025-04-09,9959.23,某广告公司,培训费,宣传费
431,6282390639022140,周杰,教育局,2025-04-24,11310.57,某广告公司,车辆加油,办公用品
432,6282578407317264,王芳,交通局,2025-05-16,11205.6,某餐饮公司,差旅住宿,车辆加油
433,6282413893406253,黄磊,科技局,2025-05-11,692.34,某会议中心,培训费,印刷费
434,6282772698457412,孙丽,人社局,2025-04-07,6221.99,某餐饮公司,宣传费,会议费
435,6282756490384355,张伟,交通局,2025-05-08,6495.52,某餐饮公司,办公用品,差旅住宿
436,6282776417134833,胡兵,教育局,2025-01-01,5297.87,某加油站,会议费,会议费
437,6282714216453255,朱红,卫健委,2025-06-22,14221.65,某办公用品店,宣传费,会议费
438,6282452798248511,刘洋,科技局,2025-04-09,1606.75,某加油站,车辆维修,印刷费
439,6282312943911974,林雪,卫健委,2025-05-05,10336.46,某印刷厂,宣传费,宣传费
440,6282709103302799,陈静,民政局,2025-06-04,2829.05,某会议中心,印刷费,车辆加油
441,6282859962496417,周杰,农业农村局,2025-03-06,3475.96,某会议中心,车辆加油,办公用品
442,6282590091139108,周杰,科技局,2025-01-23,4333.03,某印刷厂,会议费,差旅住宿
443,6282511268269146,马超,民政局,2025-05-05,5548.88,某旅行社,办公用品,宣传费
444,6282451277050749,朱红,住建局,2025-01-14,8129.07,某汽车维修厂,印刷费,印刷费
445,6282506406831785,马超,科技局,2025-04-07,11587.5,某会议中心,宣传费,办公用品
446,6282178136979704,林雪,人社局,2025-04-21,7399.65,某印刷厂,车辆维修,会议费
447,6282672461021858,吴鑫,人社局,2025-04-17,3995.88,某加油站,差旅住宿,车辆维修
448,6282541125946114,胡兵,民政局,2025-02-11,8464.47,某会议中心,车辆加油,差旅住宿
449,6282726564212088,林雪,卫健委,2025-05-07,14166.45,某餐饮公司,差旅住宿,会议费
450,6282452869905902,黄磊,交通局,2025-04-21,477.28,某酒店,会议费,差旅住宿
451,6282664182537891,徐明,人社局,2025-06-12,3739.95,某加油站,会议费,印刷费
452,6282855364640490,朱红,农业农村局,2025-02-28,7307.94,某旅行社,办公用品,宣传费
453,6282549099432888,吴鑫,人社局,2025-05-27,2872.94,某餐饮公司,车辆加油,公务接待
454,6282410657866659,王芳,交通局,2025-02-21,239.37,某汽车维修厂,办公用品,培训费
455,6282588504104369,马超,教育局,2025-03-10,4511.72,某酒店,车辆加油,培训费
456,6282238009241342,吴鑫,交通局,2025-05-28,14838.87,某会议中心,印刷费,车辆维修
457,6282440474823408,赵敏,民政局,2025-04-21,12583.71,某酒店,差旅住宿,差旅住宿
458,6282609212771849,刘洋,交通局,2025-06-10,12967.77,某印刷厂,宣传费,车辆维修
459,6282837024639921,王芳,农业农村局,2025-05-04,5231.57,某广告公司,会议费,车辆维修
460,6282331849153815,孙丽,人社局,2025-03-24,11148.07,某广告公司,车辆维修,车辆维修
461,6282945571323607,孙丽,民政局,2025-05-19,2119.4,某办公用品店,会议费,宣传费
462,6282834271072702,王芳,科技局,2025-01-12,348.51,某印刷厂,印刷费,车辆加油
463,6282469345404259,吴鑫,卫健委,2025-06-26,10230.57,某餐饮公司,印刷费,培训费
464,6282151905378623,马超,卫健委,2025-04-13,1996.54,某办公用品店,会议费,办公用品
465,6282662983457640,王芳,住建局,2025-02-21,1908.56,某酒店,印刷费,培训费
466,6282399526587194,朱红,民政局,2025-05-09,9946.17,某餐饮公司,差旅住宿,公务接待
467,6282682452897702,徐明,农业农村局,2025-04-08,6586.98,某酒店,差旅住宿,印刷费
468,6282977060673322,黄磊,民政局,2025-05-26,11488.71,某印刷厂,宣传费,车辆维修
469,6282252126577147,马超,农业农村局,2025-02-26,8166.74,某办公用品店,公务接待,公务接待
470,6282630948573942,杨帆,科技局,2025-02-21,8483.93,某汽车维修厂,培训费,车辆维修
471,6282300598560851,孙丽,人社局,2025-03-02,4047.32,某旅行社,办公用品,宣传费
472,6282754279278097,赵敏,民政局,2025-06-06,13448.3,某广告公司,印刷费,会议费
473,6282755822782751,孙丽,人社局,2025-06-10,12506.91,某印刷厂,印刷费,车辆加油
474,6282476051554148,徐明,科技局,2025-02-12,14715.82,某加油站,印刷费,宣传费
475,6282661369723243,胡兵,科技局,2025-02-06,8496.97,某加油站,宣传费,办公用品
476,6282496251344879,刘洋,卫健委,2025-05-17,10278.59,某加油站,车辆维修,会议费
477,6282829914053891,周杰,住建局,2025-01-08,5334.52,某酒店,公务接待,办公用品
478,6282566915965516,陈静,民政局,2025-06-28,4989.56,某办公用品店,办公用品,宣传费
479,6282641840028865,刘洋,科技局,2025-06-18,11803.85,某印刷厂,宣传费,宣传费
480,6282300485394048,王芳,交通局,2025-06-09,12962.1,某广告公司,公务接待,差旅住宿
481,6282526819168826,杨帆,卫健委,2025-03-22,4166.14,某办公用品店,会议费,培训费
482,6282924039356559,黄磊,人社局,2025-02-20,11353.1,某旅行社,培训费,培训费
483,6282963264811301,张伟,民政局,2025-04-17,10000.08,某广告公司,办公用品,车辆维修
484,6282673000264751,李娜,民政局,2025-06-25,1954.87,某餐饮公司,公务接待,办公用品
485,6282290908241954,张伟,教育局,2025-04-04,1763.39,某餐饮公司,印刷费,车辆加油
486,6282699431455781,朱红,住建局,2025-01-09,4939.11,某汽车维修厂,办公用品,印刷费
487,6282587373503164,徐明,民政局,2025-01-24,2368.66,某会议中心,车辆维修,车辆维修
488,6282730732262114,徐明,交通局,2025-04-08,12537.91,某汽车维修厂,印刷费,印刷费
489,6282744753633852,林雪,民政局,2025-04-18,7769.69,某会议中心,车辆维修,培训费
490,6282826663369372,胡兵,交通局,2025-04-11,5407.23,某广告公司,宣传费,会议费
491,6282133106075552,李娜,农业农村局,2025-06-08,10279.05,某汽车维修厂,宣传费,培训费
492,6282204250380245,李娜,教育局,2025-05-03,6341.25,某酒店,办公用品,车辆维修
493,6282256197867050,林雪,民政局,2025-02-12,12788.59,某汽车维修厂,印刷费,会议费
494,6282950203516127,孙丽,卫健委,2025-05-15,653.12,某加油站,办公用品,公务接待
495,6282574959071469,刘洋,住建局,2025-04-14,7941.39,某餐饮公司,办公用品,会议费
496,6282640114382570,张伟,科技局,2025-02-25,12349.48,某印刷厂,差旅住宿,办公用品
497,6282308206730511,朱红,卫健委,2025-01-17,6898.98,某印刷厂,培训费,培训费
498,6282990564041182,刘洋,教育局,2025-03-09,4293.55,某旅行社,公务接待,差旅住宿
499,6282796555558481,陈静,教育局,2025-02-06,13235.91,某汽车维修厂,车辆加油,宣传费
500,6282197931405959,朱红,卫健委,2025-06-23,11056.22,某旅行社,会议费,车辆加油
501,6282535642454080,杨帆,住建局,2025-02-04,2517.68,某酒店,印刷费,培训费
502,6282807766199496,李娜,交通局,2025-01-07,4243.57,某加油站,车辆维修,会议费
503,6282167391434908,胡兵,住建局,2025-05-08,1042.98,某汽车维修厂,会议费,差旅住宿
504,6282311871679906,刘洋,人社局,2025-02-13,3297.54,某餐饮公司,会议费,车辆加油
505,6282452662414167,赵敏,交通局,2025-05-27,11435.06,某汽车维修厂,办公用品,印刷费
506,6282433838055170,徐明,民政局,2025-02-12,3835.97,某广告公司,公务接待,差旅住宿
507,6282359510166396,吴鑫,农业农村局,2025-04-21,3565.35,某汽车维修厂,印刷费,会议费
508,6282498597267852,陈静,卫健委,2025-04-04,14016.41,某餐饮公司,办公用品,宣传费
509,6282326333078061,杨帆,民政局,2025-03-05,6448.8,某餐饮公司,宣传费,会议费
510,6282786868012770,陈静,农业农村局,2025-06-15,10342.68,某汽车维修厂,公务接待,公务接待
511,6282177791710501,陈静,卫健委,2025-06-27,721.16,某餐饮公司,差旅住宿,公务接待
512,6282379893999873,杨帆,交通局,2025-01-23,9744.08,某广告公司,会议费,车辆维修
513,6282167410741075,林雪,民政局,2025-01-25,10350.67,某旅行社,培训费,会议费
514,6282117952285819,徐明,教育局,2025-02-05,11948.91,某加油站,印刷费,车辆维修
515,6282314907679174,王芳,人社局,2025-04-15,14363.93,某办公用品店,办公用品,差旅住宿
516,6282909494093715,陈静,交通局,2025-05-04,7221.49,某汽车维修厂,差旅住宿,公务接待
517,6282973974582476,张伟,民政局,2025-04-01,3020.82,某办公用品店,差旅住宿,培训费
518,6282798762855092,陈静,人社局,2025-05-17,5469.72,某会议中心,差旅住宿,差旅住宿
519,6282793794591580,赵敏,民政局,2025-06-22,1774.57,某旅行社,车辆加油,印刷费
520,6282935916576977,吴鑫,民政局,2025-02-04,10708.01,某印刷厂,培训费,宣传费
521,6282214576113065,徐明,农业农村局,2025-06-03,8786.57,某酒店,差旅住宿,宣传费
522,6282321931909636,胡兵,卫健委,2025-04-18,10432.46,某印刷厂,培训费,公务接待
523,6282614521046719,陈静,交通局,2025-01-05,1048.12,某汽车维修厂,宣传费,车辆加油
524,6282144244884525,王芳,农业农村局,2025-06-07,11375.13,某广告公司,公务接待,车辆维修
525,6282140837930020,胡兵,住建局,2025-03-05,5772.95,某印刷厂,印刷费,办公用品
526,6282964497057479,徐明,农业农村局,2025-01-16,9629.68,某广告公司,办公用品,培训费
527,6282183410106228,杨帆,卫健委,2025-01-22,2980.22,某会议中心,会议费,办公用品
528,6282266531670048,刘洋,科技局,2025-06-15,7343.66,某汽车维修厂,车辆维修,车辆加油
529,6282550451151690,马超,人社局,2025-06-19,1237.11,某印刷厂,公务接待,差旅住宿
530,6282424192729883,张伟,民政局,2025-05-12,5298.2,某旅行社,差旅住宿,车辆维修
531,6282498208605534,李娜,交通局,2025-06-12,10730.15,某餐饮公司,公务接待,会议费
532,6282865194049278,陈静,科技局,2025-03-15,1845.59,某办公用品店,会议费,车辆加油
533,6282216045138765,王芳,卫健委,2025-02-27,11092.42,某广告公司,差旅住宿,培训费
534,6282840280726867,杨帆,人社局,2025-05-02,7382.11,某印刷厂,办公用品,车辆加油
535,6282614477429096,杨帆,卫健委,2025-06-01,610.14,某会议中心,宣传费,办公用品
536,6282569747119623,王芳,人社局,2025-02-18,9345.96,某加油站,办公用品,培训费
537,6282397492160265,朱红,人社局,2025-01-26,14579.89,某广告公司,车辆加油,会议费
538,6282548304462127,朱红,科技局,2025-01-04,6116.32,某加油站,办公用品,差旅住宿
539,6282863645181881,徐明,人社局,2025-03-28,4081.93,某印刷厂,宣传费,办公用品
540,6282449322491433,林雪,人社局,2025-03-18,14790.19,某加油站,差旅住宿,培训费
541,6282380074847526,胡兵,民政局,2025-02-19,4792.67,某旅行社,办公用品,车辆维修
542,6282122185875843,刘洋,农业农村局,2025-03-09,7010.46,某印刷厂,宣传费,差旅住宿
543,6282526677684250,陈静,教育局,2025-04-06,1122.81,某旅行社,印刷费,公务接待
544,6282450934769797,朱红,民政局,2025-01-08,4022.49,某会议中心,会议费,公务接待
545,6282865234357843,孙丽,教育局,2025-06-21,5239.62,某餐饮公司,宣传费,车辆维修
546,6282567452365312,张伟,卫健委,2025-05-10,12712.09,某酒店,培训费,差旅住宿
547,6282528850800550,陈静,人社局,2025-02-27,1697.46,某餐饮公司,宣传费,办公用品
548,6282182647696657,徐明,教育局,2025-01-08,3189.15,某旅行社,差旅住宿,办公用品
549,6282189223496924,刘洋,科技局,2025-03-01,11386.02,某印刷厂,差旅住宿,车辆加油
550,6282933930387504,朱红,科技局,2025-01-13,753.98,某餐饮公司,印刷费,办公用品
551,6282573018489824,马超,交通局,2025-01-26,11825.06,某汽车维修厂,公务接待,车辆加油
552,6282830439665096,张伟,科技局,2025-06-28,11030.25,某办公用品店,车辆加油,公务接待
553,6282259912544937,黄磊,交通局,2025-03-02,14994.07,某酒店,办公用品,宣传费
554,6282405064362725,周杰,人社局,2025-03-06,5397.38,某会议中心,会议费,培训费
555,6282977119201671,陈静,教育局,2025-04-28,877.83,某酒店,公务接待,车辆加油
556,6282426336321414,徐明,人社局,2025-05-23,13462.25,某旅行社,办公用品,培训费
557,6282832473909013,周杰,科技局,2025-04-06,7618.51,某印刷厂,办公用品,车辆加油
558,6282894008769505,杨帆,民政局,2025-04-03,8223.46,某旅行社,车辆加油,公务接待
559,6282936570041965,林雪,教育局,2025-01-25,11894.0,某办公用品店,车辆维修,办公用品
560,6282900183414002,黄磊,卫健委,2025-05-20,14472.58,某会议中心,车辆加油,宣传费
561,6282649528629110,王芳,住建局,2025-02-20,4406.47,某旅行社,会议费,公务接待
562,6282889303322935,陈静,教育局,2025-03-16,6303.25,某广告公司,办公用品,培训费
563,6282412245865136,徐明,科技局,2025-03-22,6100.7,某加油站,车辆加油,办公用品
564,6282906638717124,周杰,交通局,2025-02-19,542.42,某餐饮公司,培训费,印刷费
565,6282126839317453,黄磊,人社局,2025-04-12,2828.06,某酒店,印刷费,宣传费
566,6282569339948308,孙丽,农业农村局,2025-04-28,12101.45,某印刷厂,车辆维修,车辆维修
567,6282225356249024,周杰,人社局,2025-06-23,14101.88,某酒店,差旅住宿,会议费
568,6282391391550837,林雪,卫健委,2025-02-05,5454.5,某餐饮公司,宣传费,宣传费
569,6282387158024429,孙丽,农业农村局,2025-04-12,7486.41,某办公用品店,公务接待,差旅住宿
570,6282298166927529,李娜,教育局,2025-01-07,5650.33,某办公用品店,会议费,车辆加油
571,6282481273044470,陈静,住建局,2025-03-04,10031.55,某餐饮公司,车辆加油,公务接待
572,6282532124362357,朱红,科技局,2025-06-08,3371.99,某会议中心,差旅住宿,培训费
573,6282831031793216,杨帆,教育局,2025-02-13,1571.51,某酒店,宣传费,车辆维修
574,6282485566528881,周杰,人社局,2025-04-15,13222.45,某汽车维修厂,办公用品,培训费
575,6282367716519260,马超,民政局,2025-05-24,10640.52,某广告公司,车辆维修,公务接待
576,6282904105600408,黄磊,教育局,2025-01-05,1667.02,某餐饮公司,培训费,差旅住宿
577,6282627879621382,陈静,教育局,2025-06-16,9293.74,某广告公司,会议费,车辆加油
578,6282302374395635,周杰,交通局,2025-02-07,7117.63,某汽车维修厂,车辆加油,车辆维修
579,6282322478328578,黄磊,交通局,2025-02-23,13411.63,某旅行社,印刷费,公务接待
580,6282537685920421,刘洋,民政局,2025-03-19,1545.77,某广告公司,差旅住宿,车辆加油
581,6282523950065044,周杰,科技局,2025-01-19,4622.0,某印刷厂,车辆加油,车辆加油
582,6282369073720504,赵敏,农业农村局,2025-01-25,12543.15,某餐饮公司,宣传费,印刷费
583,6282983822905865,杨帆,住建局,2025-02-02,7619.07,某旅行社,车辆维修,培训费
584,6282463014888713,杨帆,人社局,2025-02-22,7567.91,某办公用品店,车辆维修,培训费
585,6282970243225924,徐明,住建局,2025-03-04,7579.96,某酒店,宣传费,差旅住宿
586,6282161594561467,陈静,卫健委,2025-04-08,1250.92,某广告公司,车辆维修,印刷费
587,6282895447168687,朱红,交通局,2025-03-16,1748.49,某印刷厂,差旅住宿,车辆加油
588,6282849531424335,陈静,卫健委,2025-04-01,10109.5,某酒店,会议费,办公用品
589,6282831578084989,陈静,农业农村局,2025-06-02,366.96,某酒店,差旅住宿,办公用品
590,6282415393239907,吴鑫,住建局,2025-03-26,1861.53,某餐饮公司,车辆加油,培训费
591,6282503469542162,李娜,交通局,2025-01-14,4909.92,某酒店,车辆维修,宣传费
592,6282284283697601,徐明,卫健委,2025-03-02,6732.0,某广告公司,车辆加油,会议费
593,6282217257650024,林雪,交通局,2025-06-07,1379.08,某印刷厂,会议费,差旅住宿
594,6282586568062930,赵敏,人社局,2025-05-26,9720.95,某汽车维修厂,办公用品,培训费
595,6282855902890157,孙丽,教育局,2025-05-21,4592.11,某旅行社,车辆加油,培训费
596,6282104218483672,吴鑫,卫健委,2025-04-24,8713.7,某旅行社,办公用品,办公用品
